idx,created_date,updated_date,expired,item_idx,item_type,member_idx
61,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,351
62,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,353
63,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,354
64,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,358
65,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,365
66,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,367
67,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,368
68,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,370
69,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,372
70,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,378
71,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,385
72,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,398
73,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,399
74,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,400
75,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,405
76,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,411
77,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,415
78,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,423
79,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,425
80,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,430
81,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,431
82,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,451
83,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,454
84,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,456
85,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,460
86,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,463
87,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,464
88,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,470
89,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,473
90,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,479
91,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,487
92,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,489
93,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,491
94,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,495
95,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,499
96,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,510
97,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,514
98,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,515
99,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,516
100,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,517
101,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,518
102,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,525
103,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,529
104,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,535
105,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,536
106,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,544
107,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,545
108,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,550
109,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,552
110,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,553
111,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,564
112,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,565
113,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,567
114,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,570
115,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,575
116,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,576
117,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,579
118,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,586
119,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,588
120,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,602
121,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,616
122,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,620
123,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,621
124,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,623
125,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,633
126,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,641
127,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,642
128,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,645
129,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,647
130,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,652
131,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,674
132,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,681
133,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,687
134,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,696
135,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,699
136,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,702
137,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,705
138,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,706
139,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,709
140,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,715
141,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,718
142,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,721
143,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,725
144,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,726
145,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,729
146,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,735
147,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,736
148,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,741
149,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,742
150,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,743
151,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,745
152,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,753
153,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,757
154,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,762
155,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,765
156,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,773
157,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,778
158,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,779
159,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,783
160,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,788
161,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,792
162,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,799
163,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,803
164,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,806
165,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,818
166,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,821
167,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,823
168,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,824
169,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,827
170,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,837
171,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,838
172,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,850
173,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,856
174,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,857
175,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,862
176,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,869
177,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,871
178,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,882
179,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,883
180,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,891
181,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,892
182,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,898
183,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,900
184,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,903
185,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,904
186,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,906
187,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,912
188,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,919
189,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,933
190,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,936
191,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,940
192,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,956
193,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,957
194,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,973
195,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,974
196,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,976
197,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,981
198,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,987
199,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,988
200,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,989
201,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,1,bean,992
202,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,1
203,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,8
204,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,9
205,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,19
206,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,21
207,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,22
208,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,29
209,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,33
210,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,34
211,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,39
212,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,40
213,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,41
214,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,45
215,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,53
216,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,54
217,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,58
218,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,73
219,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,74
220,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,83
221,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,85
222,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,95
223,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,96
224,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,97
225,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,101
226,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,107
227,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,111
228,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,115
229,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,119
230,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,122
231,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,124
232,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,140
233,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,146
234,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,147
235,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,152
236,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,154
237,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,160
238,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,174
239,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,180
240,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,188
241,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,189
242,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,193
243,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,196
244,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,202
245,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,210
246,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,214
247,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,218
248,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,219
249,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,222
250,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,229
251,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,253
252,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,257
253,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,276
254,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,277
255,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,289
256,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,293
257,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,308
258,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,322
259,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,333
260,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,335
261,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,336
262,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,343
263,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,347
264,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,348
265,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,352
266,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,356
267,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,364
268,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,365
269,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,372
270,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,378
271,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,386
272,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,396
273,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,399
274,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,402
275,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,404
276,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,406
277,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,415
278,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,421
279,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,425
280,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,431
281,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,435
282,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,440
283,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,445
284,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,451
285,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,454
286,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,457
287,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,459
288,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,471
289,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,472
290,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,473
291,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,477
292,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,482
293,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,485
294,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,486
295,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,487
296,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,492
297,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,494
298,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,505
299,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,508
300,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,513
301,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,515
302,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,535
303,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,538
304,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,539
305,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,545
306,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,546
307,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,553
308,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,557
309,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,559
310,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,562
311,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,563
312,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,565
313,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,572
314,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,574
315,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,576
316,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,578
317,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,580
318,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,586
319,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,587
320,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,589
321,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,590
322,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,591
323,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,594
324,2023-03-01 12:00:00.000000,2023-03-01 12:00:00.000000,N,2,bean,596
