idx,created_date,updated_date,expired,item_idx,item_type,member_idx
238,,,N,2,bean,147
239,,,N,2,bean,166
240,,,N,2,bean,168
241,,,N,2,bean,171
242,,,N,2,bean,172
243,,,N,2,bean,173
244,,,N,2,bean,181
245,,,N,2,bean,183
246,,,N,2,bean,184
247,,,N,2,bean,185
248,,,N,2,bean,196
249,,,N,2,bean,197
250,,,N,2,bean,206
251,,,N,2,bean,209
252,,,N,2,bean,210
253,,,N,2,bean,215
254,,,N,2,bean,225
255,,,N,2,bean,232
256,,,N,2,bean,236
257,,,N,2,bean,238
258,,,N,2,bean,247
259,,,N,2,bean,249
260,,,N,2,bean,257
261,,,N,2,bean,259
262,,,N,2,bean,263
263,,,N,2,bean,265
264,,,N,2,bean,270
265,,,N,2,bean,271
266,,,N,2,bean,273
267,,,N,2,bean,284
268,,,N,2,bean,285
269,,,N,2,bean,292
270,,,N,2,bean,296
271,,,N,2,bean,298
272,,,N,2,bean,303
273,,,N,2,bean,311
274,,,N,2,bean,321
275,,,N,2,bean,327
276,,,N,2,bean,329
277,,,N,2,bean,331
278,,,N,2,bean,332
279,,,N,2,bean,340
280,,,N,2,bean,346
281,,,N,2,bean,355
282,,,N,2,bean,370
283,,,N,2,bean,371
284,,,N,2,bean,372
285,,,N,2,bean,382
286,,,N,2,bean,385
287,,,N,2,bean,389
288,,,N,2,bean,398
289,,,N,2,bean,403
290,,,N,2,bean,406
291,,,N,2,bean,411
292,,,N,2,bean,415
293,,,N,2,bean,418
294,,,N,2,bean,426
295,,,N,2,bean,429
296,,,N,2,bean,430
297,,,N,2,bean,434
298,,,N,2,bean,435
299,,,N,2,bean,437
300,,,N,2,bean,438
301,,,N,2,bean,445
302,,,N,2,bean,463
303,,,N,2,bean,467
304,,,N,2,bean,482
305,,,N,2,bean,498
306,,,N,2,bean,500
307,,,N,2,bean,504
308,,,N,2,bean,520
309,,,N,2,bean,534
310,,,N,2,bean,539
311,,,N,2,bean,543
312,,,N,2,bean,548
313,,,N,2,bean,552
314,,,N,2,bean,554
315,,,N,2,bean,555
316,,,N,2,bean,570
317,,,N,2,bean,572
318,,,N,2,bean,573
319,,,N,2,bean,581
320,,,N,2,bean,594
321,,,N,2,bean,595
322,,,N,2,bean,600
323,,,N,2,bean,601
324,,,N,2,bean,610
325,,,N,2,bean,611
326,,,N,2,bean,612
327,,,N,2,bean,613
328,,,N,2,bean,621
329,,,N,2,bean,622
330,,,N,2,bean,629
331,,,N,2,bean,630
332,,,N,2,bean,634
333,,,N,2,bean,636
334,,,N,2,bean,639
335,,,N,2,bean,642
336,,,N,2,bean,653
337,,,N,2,bean,663
338,,,N,2,bean,668
339,,,N,2,bean,669
340,,,N,2,bean,670
341,,,N,2,bean,672
342,,,N,2,bean,674
343,,,N,2,bean,677
344,,,N,2,bean,681
345,,,N,2,bean,689
346,,,N,2,bean,690
347,,,N,2,bean,691
348,,,N,2,bean,699
349,,,N,2,bean,707
350,,,N,2,bean,710
351,,,N,2,bean,714
352,,,N,2,bean,715
353,,,N,2,bean,726
354,,,N,2,bean,729
355,,,N,2,bean,732
356,,,N,2,bean,734
357,,,N,2,bean,742
358,,,N,2,bean,756
359,,,N,2,bean,761
360,,,N,2,bean,762
361,,,N,2,bean,765
362,,,N,2,bean,781
363,,,N,2,bean,790
364,,,N,2,bean,793
365,,,N,2,bean,799
366,,,N,2,bean,802
367,,,N,2,bean,805
368,,,N,2,bean,809
369,,,N,2,bean,817
370,,,N,2,bean,818
371,,,N,2,bean,825
372,,,N,2,bean,828
373,,,N,2,bean,836
374,,,N,2,bean,837
375,,,N,2,bean,845
376,,,N,2,bean,846
377,,,N,2,bean,848
378,,,N,2,bean,849
379,,,N,2,bean,850
380,,,N,2,bean,851
381,,,N,2,bean,856
382,,,N,2,bean,861
383,,,N,2,bean,866
384,,,N,2,bean,871
385,,,N,2,bean,878
386,,,N,2,bean,885
387,,,N,2,bean,889
388,,,N,2,bean,893
389,,,N,2,bean,896
390,,,N,2,bean,902
391,,,N,2,bean,904
392,,,N,2,bean,905
393,,,N,2,bean,909
394,,,N,2,bean,935
395,,,N,2,bean,936
396,,,N,2,bean,944
397,,,N,2,bean,945
398,,,N,2,bean,947
399,,,N,2,bean,951
400,,,N,2,bean,956
401,,,N,2,bean,957
402,,,N,2,bean,961
403,,,N,2,bean,973
404,,,N,2,bean,974
405,,,N,2,bean,976
406,,,N,2,bean,981
407,,,N,2,bean,983
408,,,N,2,bean,994
409,,,N,2,bean,998
410,,,N,3,bean,1
411,,,N,3,bean,2
412,,,N,3,bean,10
413,,,N,3,bean,15
414,,,N,3,bean,22
415,,,N,3,bean,24
416,,,N,3,bean,32
417,,,N,3,bean,37
418,,,N,3,bean,54
419,,,N,3,bean,55
420,,,N,3,bean,59
421,,,N,3,bean,61
422,,,N,3,bean,64
423,,,N,3,bean,69
424,,,N,3,bean,77
425,,,N,3,bean,78
426,,,N,3,bean,80
427,,,N,3,bean,85
428,,,N,3,bean,89
429,,,N,3,bean,90
430,,,N,3,bean,93
431,,,N,3,bean,94
432,,,N,3,bean,102
433,,,N,3,bean,104
434,,,N,3,bean,106
435,,,N,3,bean,110
436,,,N,3,bean,111
437,,,N,3,bean,116
438,,,N,3,bean,119
439,,,N,3,bean,122
440,,,N,3,bean,130
441,,,N,3,bean,131
442,,,N,3,bean,141
443,,,N,3,bean,156
444,,,N,3,bean,175
445,,,N,3,bean,183
446,,,N,3,bean,187
447,,,N,3,bean,191
448,,,N,3,bean,205
449,,,N,3,bean,209
450,,,N,3,bean,210
451,,,N,3,bean,211
452,,,N,3,bean,212
453,,,N,3,bean,216
454,,,N,3,bean,229
455,,,N,3,bean,239
456,,,N,3,bean,241
457,,,N,3,bean,251
458,,,N,3,bean,255
459,,,N,3,bean,259
460,,,N,3,bean,260
461,,,N,3,bean,264
462,,,N,3,bean,272
463,,,N,3,bean,274
464,,,N,3,bean,278
465,,,N,3,bean,279
466,,,N,3,bean,285
467,,,N,3,bean,288
468,,,N,3,bean,294
469,,,N,3,bean,296
470,,,N,3,bean,299
471,,,N,3,bean,300
472,,,N,3,bean,301
473,,,N,3,bean,306
474,,,N,3,bean,309
475,,,N,3,bean,310
476,,,N,3,bean,311
477,,,N,3,bean,314
478,,,N,3,bean,320
479,,,N,3,bean,322
480,,,N,3,bean,326
481,,,N,3,bean,329
482,,,N,3,bean,333
483,,,N,3,bean,334
484,,,N,3,bean,335
485,,,N,3,bean,343
486,,,N,3,bean,351
487,,,N,3,bean,357
488,,,N,3,bean,358
489,,,N,3,bean,364
490,,,N,3,bean,368
491,,,N,3,bean,369
492,,,N,3,bean,373
493,,,N,3,bean,380
494,,,N,3,bean,388
495,,,N,3,bean,395
496,,,N,3,bean,398
497,,,N,3,bean,400
498,,,N,3,bean,406
499,,,N,3,bean,408
500,,,N,3,bean,416
501,,,N,3,bean,423
502,,,N,3,bean,427
503,,,N,3,bean,430
504,,,N,3,bean,463
505,,,N,3,bean,469
506,,,N,3,bean,472
507,,,N,3,bean,481
508,,,N,3,bean,488
509,,,N,3,bean,494
510,,,N,3,bean,496
511,,,N,3,bean,498
512,,,N,3,bean,501
513,,,N,3,bean,519
514,,,N,3,bean,530
515,,,N,3,bean,539
516,,,N,3,bean,541
517,,,N,3,bean,566
518,,,N,3,bean,597
519,,,N,3,bean,600
520,,,N,3,bean,608
521,,,N,3,bean,619
522,,,N,3,bean,620
523,,,N,3,bean,621
524,,,N,3,bean,622
525,,,N,3,bean,637
526,,,N,3,bean,651
527,,,N,3,bean,652
528,,,N,3,bean,661
529,,,N,3,bean,666
530,,,N,3,bean,674
531,,,N,3,bean,676
532,,,N,3,bean,681
533,,,N,3,bean,686
534,,,N,3,bean,692
535,,,N,3,bean,699
536,,,N,3,bean,709
537,,,N,3,bean,714
538,,,N,3,bean,721
539,,,N,3,bean,725
540,,,N,3,bean,727
541,,,N,3,bean,745
542,,,N,3,bean,749
543,,,N,3,bean,752
544,,,N,3,bean,758
545,,,N,3,bean,762
546,,,N,3,bean,774
547,,,N,3,bean,778
548,,,N,3,bean,779
549,,,N,3,bean,780
550,,,N,3,bean,785
551,,,N,3,bean,788
552,,,N,3,bean,796
553,,,N,3,bean,805
554,,,N,3,bean,806
555,,,N,3,bean,807
556,,,N,3,bean,822
557,,,N,3,bean,827
558,,,N,3,bean,830
559,,,N,3,bean,832
560,,,N,3,bean,833
561,,,N,3,bean,841
562,,,N,3,bean,843
563,,,N,3,bean,852
564,,,N,3,bean,862
565,,,N,3,bean,869
566,,,N,3,bean,872
567,,,N,3,bean,880
568,,,N,3,bean,889
569,,,N,3,bean,905
570,,,N,3,bean,910
571,,,N,3,bean,911
572,,,N,3,bean,915
573,,,N,3,bean,917
574,,,N,3,bean,926
575,,,N,3,bean,930
576,,,N,3,bean,931
577,,,N,3,bean,937
578,,,N,3,bean,940
579,,,N,3,bean,945
580,,,N,3,bean,950
581,,,N,3,bean,954
582,,,N,3,bean,955
583,,,N,3,bean,957
584,,,N,3,bean,958
585,,,N,3,bean,983
586,,,N,3,bean,987
587,,,N,3,bean,988
588,,,N,3,bean,989
589,,,N,3,bean,991
590,,,N,3,bean,996
591,,,N,4,bean,1
592,,,N,4,bean,10
593,,,N,4,bean,12
594,,,N,4,bean,15
595,,,N,4,bean,29
596,,,N,4,bean,37
597,,,N,4,bean,40
598,,,N,4,bean,49
599,,,N,4,bean,51
600,,,N,4,bean,54
601,,,N,4,bean,55
602,,,N,4,bean,57
603,,,N,4,bean,66
604,,,N,4,bean,72
605,,,N,4,bean,73
606,,,N,4,bean,79
607,,,N,4,bean,80
608,,,N,4,bean,85
609,,,N,4,bean,87
610,,,N,4,bean,92
611,,,N,4,bean,98
612,,,N,4,bean,104
613,,,N,4,bean,106
614,,,N,4,bean,107
615,,,N,4,bean,108
616,,,N,4,bean,120
617,,,N,4,bean,122
618,,,N,4,bean,127
619,,,N,4,bean,132
620,,,N,4,bean,135
621,,,N,4,bean,139
622,,,N,4,bean,142
623,,,N,4,bean,143
624,,,N,4,bean,146
625,,,N,4,bean,152
626,,,N,4,bean,166
627,,,N,4,bean,168
628,,,N,4,bean,175
629,,,N,4,bean,181
630,,,N,4,bean,194
631,,,N,4,bean,195
632,,,N,4,bean,198
633,,,N,4,bean,200
634,,,N,4,bean,201
635,,,N,4,bean,204
636,,,N,4,bean,207
637,,,N,4,bean,212
638,,,N,4,bean,214
639,,,N,4,bean,222
640,,,N,4,bean,223
641,,,N,4,bean,224
642,,,N,4,bean,227
643,,,N,4,bean,232
644,,,N,4,bean,238
645,,,N,4,bean,245
646,,,N,4,bean,247
647,,,N,4,bean,248
648,,,N,4,bean,255
649,,,N,4,bean,258
650,,,N,4,bean,263
651,,,N,4,bean,266
652,,,N,4,bean,272
653,,,N,4,bean,274
654,,,N,4,bean,275
655,,,N,4,bean,289
656,,,N,4,bean,303
657,,,N,4,bean,306
658,,,N,4,bean,309
659,,,N,4,bean,311
660,,,N,4,bean,312
661,,,N,4,bean,315
662,,,N,4,bean,316
663,,,N,4,bean,323
664,,,N,4,bean,329
665,,,N,4,bean,340
666,,,N,4,bean,345
667,,,N,4,bean,350
668,,,N,4,bean,353
669,,,N,4,bean,354
670,,,N,4,bean,357
671,,,N,4,bean,358
672,,,N,4,bean,359
673,,,N,4,bean,373
674,,,N,4,bean,374
675,,,N,4,bean,377
676,,,N,4,bean,393
677,,,N,4,bean,408
678,,,N,4,bean,429
679,,,N,4,bean,441
680,,,N,4,bean,444
681,,,N,4,bean,449
682,,,N,4,bean,451
683,,,N,4,bean,452
684,,,N,4,bean,463
685,,,N,4,bean,465
686,,,N,4,bean,466
687,,,N,4,bean,474
688,,,N,4,bean,476
689,,,N,4,bean,480
690,,,N,4,bean,481
691,,,N,4,bean,483
692,,,N,4,bean,484
693,,,N,4,bean,486
694,,,N,4,bean,498
695,,,N,4,bean,499
696,,,N,4,bean,503
697,,,N,4,bean,507
698,,,N,4,bean,516
699,,,N,4,bean,548
700,,,N,4,bean,560
701,,,N,4,bean,562
702,,,N,4,bean,565
703,,,N,4,bean,572
704,,,N,4,bean,582
705,,,N,4,bean,585
706,,,N,4,bean,587
707,,,N,4,bean,598
708,,,N,4,bean,602
709,,,N,4,bean,604
710,,,N,4,bean,605
711,,,N,4,bean,607
712,,,N,4,bean,610
713,,,N,4,bean,611
714,,,N,4,bean,614
715,,,N,4,bean,623
716,,,N,4,bean,625
717,,,N,4,bean,626
718,,,N,4,bean,631
719,,,N,4,bean,634
720,,,N,4,bean,635
721,,,N,4,bean,637
722,,,N,4,bean,638
723,,,N,4,bean,645
724,,,N,4,bean,649
725,,,N,4,bean,658
726,,,N,4,bean,665
727,,,N,4,bean,666
728,,,N,4,bean,668
729,,,N,4,bean,671
730,,,N,4,bean,684
731,,,N,4,bean,688
732,,,N,4,bean,690
733,,,N,4,bean,691
734,,,N,4,bean,694
735,,,N,4,bean,697
736,,,N,4,bean,702
737,,,N,4,bean,708
738,,,N,4,bean,709
739,,,N,4,bean,713
740,,,N,4,bean,724
741,,,N,4,bean,728
742,,,N,4,bean,736
743,,,N,4,bean,752
744,,,N,4,bean,755
745,,,N,4,bean,765
746,,,N,4,bean,768
747,,,N,4,bean,769
748,,,N,4,bean,781
749,,,N,4,bean,782
750,,,N,4,bean,786
751,,,N,4,bean,795
752,,,N,4,bean,796
753,,,N,4,bean,800
754,,,N,4,bean,803
755,,,N,4,bean,817
756,,,N,4,bean,820
757,,,N,4,bean,822
758,,,N,4,bean,830
759,,,N,4,bean,834
760,,,N,4,bean,838
761,,,N,4,bean,842
762,,,N,4,bean,845
763,,,N,4,bean,855
764,,,N,4,bean,864
765,,,N,4,bean,873
766,,,N,4,bean,874
767,,,N,4,bean,878
768,,,N,4,bean,883
769,,,N,4,bean,885
770,,,N,4,bean,888
771,,,N,4,bean,894
772,,,N,4,bean,896
773,,,N,4,bean,900
774,,,N,4,bean,903
775,,,N,4,bean,914
776,,,N,4,bean,921
777,,,N,4,bean,934
778,,,N,4,bean,937
779,,,N,4,bean,946
780,,,N,4,bean,951
781,,,N,4,bean,954
782,,,N,4,bean,968
783,,,N,4,bean,973
784,,,N,4,bean,978
785,,,N,4,bean,982
786,,,N,4,bean,986
787,,,N,4,bean,988
788,,,N,5,bean,2
789,,,N,5,bean,3
790,,,N,5,bean,4
791,,,N,5,bean,9
792,,,N,5,bean,10
793,,,N,5,bean,12
794,,,N,5,bean,14
795,,,N,5,bean,15
796,,,N,5,bean,16
797,,,N,5,bean,22
798,,,N,5,bean,35
799,,,N,5,bean,36
800,,,N,5,bean,37
801,,,N,5,bean,43
802,,,N,5,bean,49
803,,,N,5,bean,53
804,,,N,5,bean,62
805,,,N,5,bean,63
806,,,N,5,bean,70
807,,,N,5,bean,75
808,,,N,5,bean,76
809,,,N,5,bean,79
810,,,N,5,bean,86
811,,,N,5,bean,90
812,,,N,5,bean,102
813,,,N,5,bean,108
814,,,N,5,bean,111
815,,,N,5,bean,115
816,,,N,5,bean,130
817,,,N,5,bean,140
818,,,N,5,bean,143
819,,,N,5,bean,146
820,,,N,5,bean,148
821,,,N,5,bean,167
822,,,N,5,bean,171
823,,,N,5,bean,174
824,,,N,5,bean,180
825,,,N,5,bean,183
826,,,N,5,bean,186
827,,,N,5,bean,192
828,,,N,5,bean,194
829,,,N,5,bean,201
830,,,N,5,bean,203
831,,,N,5,bean,206
832,,,N,5,bean,220
833,,,N,5,bean,222
834,,,N,5,bean,223
835,,,N,5,bean,228
836,,,N,5,bean,236
837,,,N,5,bean,242
838,,,N,5,bean,243
839,,,N,5,bean,246
840,,,N,5,bean,247
841,,,N,5,bean,259
842,,,N,5,bean,260
843,,,N,5,bean,276
844,,,N,5,bean,279
845,,,N,5,bean,281
846,,,N,5,bean,282
847,,,N,5,bean,296
848,,,N,5,bean,297
849,,,N,5,bean,299
850,,,N,5,bean,319
851,,,N,5,bean,320
852,,,N,5,bean,334
853,,,N,5,bean,336
854,,,N,5,bean,341
855,,,N,5,bean,369
856,,,N,5,bean,372
857,,,N,5,bean,373
858,,,N,5,bean,379
859,,,N,5,bean,382
860,,,N,5,bean,384
861,,,N,5,bean,386
862,,,N,5,bean,402
863,,,N,5,bean,406
864,,,N,5,bean,409
865,,,N,5,bean,413
866,,,N,5,bean,415
867,,,N,5,bean,420
868,,,N,5,bean,422
869,,,N,5,bean,427
870,,,N,5,bean,429
871,,,N,5,bean,436
872,,,N,5,bean,445
873,,,N,5,bean,446
874,,,N,5,bean,448
875,,,N,5,bean,450
876,,,N,5,bean,451
877,,,N,5,bean,455
878,,,N,5,bean,462
879,,,N,5,bean,475
880,,,N,5,bean,476
881,,,N,5,bean,477
882,,,N,5,bean,487
883,,,N,5,bean,488
884,,,N,5,bean,490
885,,,N,5,bean,496
886,,,N,5,bean,497
887,,,N,5,bean,499
888,,,N,5,bean,503
889,,,N,5,bean,504
890,,,N,5,bean,506
891,,,N,5,bean,522
892,,,N,5,bean,524
893,,,N,5,bean,530
894,,,N,5,bean,533
895,,,N,5,bean,538
896,,,N,5,bean,539
897,,,N,5,bean,541
898,,,N,5,bean,544
899,,,N,5,bean,546
900,,,N,5,bean,547
901,,,N,5,bean,548
902,,,N,5,bean,553
903,,,N,5,bean,555
904,,,N,5,bean,556
905,,,N,5,bean,570
906,,,N,5,bean,572
907,,,N,5,bean,585
908,,,N,5,bean,586
909,,,N,5,bean,611
910,,,N,5,bean,616
911,,,N,5,bean,617
912,,,N,5,bean,621
913,,,N,5,bean,623
914,,,N,5,bean,640
915,,,N,5,bean,649
916,,,N,5,bean,659
917,,,N,5,bean,662
918,,,N,5,bean,664
919,,,N,5,bean,666
920,,,N,5,bean,667
921,,,N,5,bean,668
922,,,N,5,bean,669
923,,,N,5,bean,671
924,,,N,5,bean,672
925,,,N,5,bean,678
926,,,N,5,bean,690
927,,,N,5,bean,695
928,,,N,5,bean,699
929,,,N,5,bean,702
930,,,N,5,bean,703
931,,,N,5,bean,705
932,,,N,5,bean,710
933,,,N,5,bean,716
934,,,N,5,bean,719
935,,,N,5,bean,725
936,,,N,5,bean,727
937,,,N,5,bean,735
938,,,N,5,bean,739
939,,,N,5,bean,743
940,,,N,5,bean,746
941,,,N,5,bean,749
942,,,N,5,bean,750
943,,,N,5,bean,752
944,,,N,5,bean,760
945,,,N,5,bean,761
946,,,N,5,bean,770
947,,,N,5,bean,773
948,,,N,5,bean,777
949,,,N,5,bean,781
950,,,N,5,bean,782
951,,,N,5,bean,783
952,,,N,5,bean,786
953,,,N,5,bean,787
954,,,N,5,bean,788
955,,,N,5,bean,792
956,,,N,5,bean,795
957,,,N,5,bean,800
958,,,N,5,bean,801
959,,,N,5,bean,802
960,,,N,5,bean,805
961,,,N,5,bean,807
962,,,N,5,bean,814
963,,,N,5,bean,830
964,,,N,5,bean,840
965,,,N,5,bean,847
966,,,N,5,bean,852
967,,,N,5,bean,855
968,,,N,5,bean,858
969,,,N,5,bean,861
970,,,N,5,bean,862
971,,,N,5,bean,867
972,,,N,5,bean,872
973,,,N,5,bean,874
974,,,N,5,bean,876
975,,,N,5,bean,878
976,,,N,5,bean,895
977,,,N,5,bean,900
978,,,N,5,bean,901
979,,,N,5,bean,904
980,,,N,5,bean,913
981,,,N,5,bean,914
982,,,N,5,bean,917
983,,,N,5,bean,921
984,,,N,5,bean,928
985,,,N,5,bean,931
986,,,N,5,bean,935
987,,,N,5,bean,943
988,,,N,5,bean,951
989,,,N,5,bean,952
990,,,N,5,bean,956
991,,,N,5,bean,958
992,,,N,5,bean,964
993,,,N,5,bean,967
994,,,N,5,bean,969
995,,,N,5,bean,972
996,,,N,5,bean,977
997,,,N,5,bean,979
998,,,N,5,bean,980
999,,,N,5,bean,997
1000,,,N,5,bean,998
1001,,,N,5,bean,1000
1002,,,N,6,bean,14
1003,,,N,6,bean,17
1004,,,N,6,bean,19
1005,,,N,6,bean,20
1006,,,N,6,bean,22
1007,,,N,6,bean,23
1008,,,N,6,bean,45
1009,,,N,6,bean,47
1010,,,N,6,bean,54
1011,,,N,6,bean,60
1012,,,N,6,bean,64
1013,,,N,6,bean,73
1014,,,N,6,bean,78
1015,,,N,6,bean,89
1016,,,N,6,bean,114
1017,,,N,6,bean,118
1018,,,N,6,bean,126
1019,,,N,6,bean,130
1020,,,N,6,bean,135
1021,,,N,6,bean,138
1022,,,N,6,bean,139
1023,,,N,6,bean,166
1024,,,N,6,bean,167
1025,,,N,6,bean,171
1026,,,N,6,bean,180
1027,,,N,6,bean,189
1028,,,N,6,bean,195
1029,,,N,6,bean,199
1030,,,N,6,bean,200
1031,,,N,6,bean,203
1032,,,N,6,bean,207
1033,,,N,6,bean,211
1034,,,N,6,bean,213
1035,,,N,6,bean,219
1036,,,N,6,bean,229
1037,,,N,6,bean,230
1038,,,N,6,bean,234
1039,,,N,6,bean,242
1040,,,N,6,bean,259
1041,,,N,6,bean,263
1042,,,N,6,bean,266
1043,,,N,6,bean,272
1044,,,N,6,bean,280
1045,,,N,6,bean,282
1046,,,N,6,bean,289
1047,,,N,6,bean,293
1048,,,N,6,bean,301
1049,,,N,6,bean,311
1050,,,N,6,bean,316
1051,,,N,6,bean,317
1052,,,N,6,bean,318
1053,,,N,6,bean,320
1054,,,N,6,bean,332
1055,,,N,6,bean,337
1056,,,N,6,bean,341
1057,,,N,6,bean,343
1058,,,N,6,bean,345
1059,,,N,6,bean,369
1060,,,N,6,bean,370
1061,,,N,6,bean,371
1062,,,N,6,bean,378
1063,,,N,6,bean,379
1064,,,N,6,bean,380
1065,,,N,6,bean,384
1066,,,N,6,bean,397
1067,,,N,6,bean,399
