idx,name_ko,recommendation
11,포레스트 프룻,"[{'id': 8, 'title': '엔비보 롱고'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 17, 'title': '리니시오 롱고'}, {'id': 43, 'title': '코지'}, {'id': 14, 'title': '인피니트 에스프레소'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 72, 'title': '페루 오가닉'}, {'id': 148, 'title': '지오르니오'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 97, 'title': '비앙코 도피오'}]"
12,포르티시오 롱고,"[{'id': 110, 'title': '골든 캐러멜'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 62, 'title': '리반토'}, {'id': 21, 'title': '바닐리오'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}, {'id': 45, 'title': '에티오피아'}, {'id': 65, 'title': '밀레니오'}, {'id': 151, 'title': '디카페나토 인텐소'}]"
13,인드리야,"[{'id': 98, 'title': '비앙코 포르테'}, {'id': 105, 'title': '더블 에스프레소 돌체'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 47, 'title': '필터 스타일 밀드'}, {'id': 102, 'title': '코스타리카'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 130, 'title': '리치 초콜렛'}, {'id': 91, 'title': '디카페인 볼루토'}]"
14,인피니트 에스프레소,"[{'id': 98, 'title': '비앙코 포르테'}, {'id': 130, 'title': '리치 초콜렛'}, {'id': 118, 'title': '자마이카 블루 마운틴 리미티드 에디션'}, {'id': 152, 'title': '디카페나토 온투오소'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 38, 'title': '초콜라티노'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 140, 'title': '볼테소'}, {'id': 34, 'title': '카프리치오'}]"
15,인피니트 후루티 라즈베리,"[{'id': 135, 'title': '스위트 바닐라'}, {'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 103, 'title': '디아볼리토'}, {'id': 88, 'title': '베네치아'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 132, 'title': '스토미오'}, {'id': 140, 'title': '볼테소'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 3, 'title': '카페 이스탄불'}]"
16,인피니트 고메 헤이즐넛,"[{'id': 52, 'title': '온두로스'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 118, 'title': '자마이카 블루 마운틴 리미티드 에디션'}, {'id': 94, 'title': '알토 암브라토'}, {'id': 64, 'title': '밀라노 인텐소'}, {'id': 91, 'title': '디카페인 볼루토'}, {'id': 43, 'title': '코지'}, {'id': 29, 'title': '부에노스 아이레스 롱고'}, {'id': 148, 'title': '지오르니오'}]"
17,리니시오 롱고,"[{'id': 78, 'title': '스쿠로'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 148, 'title': '지오르니오'}, {'id': 74, 'title': '리오데자네이루 에스프레소'}, {'id': 94, 'title': '알토 암브라토'}, {'id': 102, 'title': '코스타리카'}, {'id': 120, 'title': '멜로지오 부스트'}, {'id': 49, 'title': '프레도 인텐소'}]"
18,파리 블랙,"[{'id': 79, 'title': '상하이 롱고'}, {'id': 94, 'title': '알토 암브라토'}, {'id': 151, 'title': '디카페나토 인텐소'}, {'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 44, 'title': '에스페란사 데 콜롬비아'}, {'id': 74, 'title': '리오데자네이루 에스프레소'}, {'id': 46, 'title': '필터 스타일 인텐스'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 24, 'title': '에이지드 수마트라'}]"
19,로사바야 데 콜롬비아,"[{'id': 89, 'title': '비엔나 리니지오 롱고'}, {'id': 40, 'title': '코코넛 플레이버 오버 아이스'}, {'id': 26, 'title': '아르페지오'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 54, 'title': '인디아'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 27, 'title': '디카페인 아르페지오'}, {'id': 29, 'title': '부에노스 아이레스 롱고'}, {'id': 140, 'title': '볼테소'}, {'id': 133, 'title': '스토미오 부스트'}]"
20,토르타 디 노초올레,"[{'id': 131, 'title': '로스트 헤이즐넛'}, {'id': 46, 'title': '필터 스타일 인텐스'}, {'id': 90, 'title': '볼루토'}, {'id': 54, 'title': '인디아'}, {'id': 139, 'title': '비비다 B12'}, {'id': 145, 'title': '돌체'}, {'id': 65, 'title': '밀레니오'}, {'id': 123, 'title': '니카라과 라 쿰플리다'}, {'id': 136, 'title': '토칸토'}, {'id': 85, 'title': '우무티마와 호수 키부 르완다'}]"
21,바닐리오,"[{'id': 115, 'title': '아이스 레제로'}, {'id': 86, 'title': '바닐라'}, {'id': 107, 'title': '포르타도'}, {'id': 126, 'title': '페퍼민트 핀휠 리미티드 에디션'}, {'id': 34, 'title': '카프리치오'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 123, 'title': '니카라과 라 쿰플리다'}, {'id': 53, 'title': '일 카페'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 136, 'title': '토칸토'}]"
22,비발토 롱고,"[{'id': 136, 'title': '토칸토'}, {'id': 76, 'title': '디카페인 리스트레또'}, {'id': 126, 'title': '페퍼민트 핀휠 리미티드 에디션'}, {'id': 3, 'title': '카페 이스탄불'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 145, 'title': '돌체'}, {'id': 5, 'title': '초콜라티노'}, {'id': 106, 'title': '더블 에스프레소 스쿠로'}, {'id': 56, 'title': '이스탄불 에스프레소'}]"
23,디카페인 비발토 롱고,"[{'id': 116, 'title': '이니지오'}, {'id': 77, 'title': '로마'}, {'id': 51, 'title': '하와이 코나'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 54, 'title': '인디아'}, {'id': 4, 'title': '카라멜리또'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 56, 'title': '이스탄불 에스프레소'}, {'id': 52, 'title': '온두로스'}]"
24,에이지드 수마트라,"[{'id': 84, 'title': '트리부트 투 트리에스테'}, {'id': 87, 'title': '바닐라 에클레어'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 116, 'title': '이니지오'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 37, 'title': '키아로'}, {'id': 56, 'title': '이스탄불 에스프레소'}, {'id': 98, 'title': '비앙코 포르테'}, {'id': 121, 'title': '디카페인 멜로지오'}]"
25,아마하 아웨 우간다,"[{'id': 15, 'title': '인피니트 후루티 라즈베리'}, {'id': 56, 'title': '이스탄불 에스프레소'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 125, 'title': '오라푸리오'}, {'id': 36, 'title': '카라멜로'}, {'id': 18, 'title': '파리 블랙'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}, {'id': 42, 'title': '코르토'}, {'id': 10, 'title': '포레스트 블랙'}]"
26,아르페지오,"[{'id': 122, 'title': '멕시코'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 103, 'title': '디아볼리토'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 38, 'title': '초콜라티노'}, {'id': 99, 'title': '비앙코 피콜로'}, {'id': 139, 'title': '비비다 B12'}]"
27,디카페인 아르페지오,"[{'id': 123, 'title': '니카라과 라 쿰플리다'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 29, 'title': '부에노스 아이레스 롱고'}, {'id': 66, 'title': '니카라과'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 150, 'title': '인텐소 (알토)'}, {'id': 103, 'title': '디아볼리토'}, {'id': 54, 'title': '인디아'}, {'id': 116, 'title': '이니지오'}, {'id': 46, 'title': '필터 스타일 인텐스'}]"
28,브라질 오가닉,"[{'id': 8, 'title': '엔비보 롱고'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}, {'id': 66, 'title': '니카라과'}, {'id': 139, 'title': '비비다 B12'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 80, 'title': '스톡홀름 포티시오 롱고'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 41, 'title': '콜롬비아'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 21, 'title': '바닐리오'}]"
29,부에노스 아이레스 롱고,"[{'id': 151, 'title': '디카페나토 인텐소'}, {'id': 99, 'title': '비앙코 피콜로'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 122, 'title': '멕시코'}, {'id': 74, 'title': '리오데자네이루 에스프레소'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 93, 'title': '디카페인 알티시오'}, {'id': 27, 'title': '디카페인 아르페지오'}, {'id': 42, 'title': '코르토'}, {'id': 119, 'title': '멜로지오'}]"
30,까페시또 데 쿠바,"[{'id': 36, 'title': '카라멜로'}, {'id': 59, 'title': '카자아르'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 93, 'title': '디카페인 알티시오'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}, {'id': 102, 'title': '코스타리카'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 122, 'title': '멕시코'}, {'id': 152, 'title': '디카페나토 온투오소'}, {'id': 38, 'title': '초콜라티노'}]"
31,까페시또 데 푸에르토리코,"[{'id': 2, 'title': '부케엘라 카 에티오피아'}, {'id': 66, 'title': '니카라과'}, {'id': 122, 'title': '멕시코'}, {'id': 148, 'title': '지오르니오'}, {'id': 43, 'title': '코지'}, {'id': 55, 'title': '인도네시아'}, {'id': 69, 'title': '노베첸토'}, {'id': 71, 'title': '파리 에스프레소'}, {'id': 47, 'title': '필터 스타일 밀드'}, {'id': 145, 'title': '돌체'}]"
32,까페지뇨 두 브라질,"[{'id': 118, 'title': '자마이카 블루 마운틴 리미티드 에디션'}, {'id': 99, 'title': '비앙코 피콜로'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 92, 'title': '알티시오'}, {'id': 90, 'title': '볼루토'}, {'id': 106, 'title': '더블 에스프레소 스쿠로'}, {'id': 146, 'title': '엘바조'}, {'id': 114, 'title': '아이스 포르테'}, {'id': 66, 'title': '니카라과'}, {'id': 145, 'title': '돌체'}]"
33,케이프타운 엔비보 롱고,"[{'id': 50, 'title': '갈라파고스 스페셜 리저브'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 152, 'title': '디카페나토 온투오소'}, {'id': 101, 'title': '초콜릿 퍼지'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 103, 'title': '디아볼리토'}, {'id': 47, 'title': '필터 스타일 밀드'}, {'id': 125, 'title': '오라푸리오'}, {'id': 81, 'title': '타무카 무 짐바브웨'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}]"
34,카프리치오,"[{'id': 35, 'title': '카라멜 크레임 브륄레'}, {'id': 103, 'title': '디아볼리토'}, {'id': 88, 'title': '베네치아'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 144, 'title': '디카페나토'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 6, 'title': '다르칸'}, {'id': 14, 'title': '인피니트 에스프레소'}, {'id': 21, 'title': '바닐리오'}, {'id': 98, 'title': '비앙코 포르테'}]"
35,카라멜 크레임 브륄레,"[{'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 4, 'title': '카라멜리또'}, {'id': 133, 'title': '스토미오 부스트'}, {'id': 34, 'title': '카프리치오'}, {'id': 54, 'title': '인디아'}, {'id': 89, 'title': '비엔나 리니지오 롱고'}, {'id': 80, 'title': '스톡홀름 포티시오 롱고'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 68, 'title': '노치올라'}, {'id': 143, 'title': '비안코 레게로'}]"
36,카라멜로,"[{'id': 94, 'title': '알토 암브라토'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 106, 'title': '더블 에스프레소 스쿠로'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 146, 'title': '엘바조'}, {'id': 51, 'title': '하와이 코나'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 96, 'title': '아론디오'}]"
37,키아로,"[{'id': 108, 'title': '디카페인 포르타도'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 147, 'title': '포레스트 푸르트'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 4, 'title': '카라멜리또'}, {'id': 54, 'title': '인디아'}, {'id': 127, 'title': '푸어오버 스타일 인텐소'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 57, 'title': '재마이카 블루 마운틴'}]"
38,초콜라티노,"[{'id': 80, 'title': '스톡홀름 포티시오 롱고'}, {'id': 14, 'title': '인피니트 에스프레소'}, {'id': 115, 'title': '아이스 레제로'}, {'id': 145, 'title': '돌체'}, {'id': 152, 'title': '디카페나토 온투오소'}, {'id': 26, 'title': '아르페지오'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 54, 'title': '인디아'}, {'id': 30, 'title': '까페시또 데 쿠바'}]"
39,코코아 트러플,"[{'id': 76, 'title': '디카페인 리스트레또'}, {'id': 53, 'title': '일 카페'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 115, 'title': '아이스 레제로'}, {'id': 99, 'title': '비앙코 피콜로'}, {'id': 119, 'title': '멜로지오'}, {'id': 82, 'title': '도쿄 비발또 롱고'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 120, 'title': '멜로지오 부스트'}]"
40,코코넛 플레이버 오버 아이스,"[{'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 115, 'title': '아이스 레제로'}, {'id': 54, 'title': '인디아'}, {'id': 124, 'title': '오다시오'}, {'id': 91, 'title': '디카페인 볼루토'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 106, 'title': '더블 에스프레소 스쿠로'}, {'id': 76, 'title': '디카페인 리스트레또'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 120, 'title': '멜로지오 부스트'}]"
41,콜롬비아,"[{'id': 45, 'title': '에티오피아'}, {'id': 136, 'title': '토칸토'}, {'id': 98, 'title': '비앙코 포르테'}, {'id': 78, 'title': '스쿠로'}, {'id': 120, 'title': '멜로지오 부스트'}, {'id': 122, 'title': '멕시코'}, {'id': 37, 'title': '키아로'}, {'id': 105, 'title': '더블 에스프레소 돌체'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 68, 'title': '노치올라'}]"
42,코르토,"[{'id': 29, 'title': '부에노스 아이레스 롱고'}, {'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 136, 'title': '토칸토'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 145, 'title': '돌체'}, {'id': 148, 'title': '지오르니오'}, {'id': 68, 'title': '노치올라'}, {'id': 82, 'title': '도쿄 비발또 롱고'}, {'id': 143, 'title': '비안코 레게로'}, {'id': 135, 'title': '스위트 바닐라'}]"
43,코지,"[{'id': 11, 'title': '포레스트 프룻'}, {'id': 71, 'title': '파리 에스프레소'}, {'id': 48, 'title': '프레도 델리카토'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}, {'id': 46, 'title': '필터 스타일 인텐스'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 44, 'title': '에스페란사 데 콜롬비아'}, {'id': 47, 'title': '필터 스타일 밀드'}, {'id': 55, 'title': '인도네시아'}, {'id': 105, 'title': '더블 에스프레소 돌체'}]"
44,에스페란사 데 콜롬비아,"[{'id': 99, 'title': '비앙코 피콜로'}, {'id': 133, 'title': '스토미오 부스트'}, {'id': 101, 'title': '초콜릿 퍼지'}, {'id': 75, 'title': '리스트레또'}, {'id': 18, 'title': '파리 블랙'}, {'id': 91, 'title': '디카페인 볼루토'}, {'id': 43, 'title': '코지'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 150, 'title': '인텐소 (알토)'}, {'id': 46, 'title': '필터 스타일 인텐스'}]"
45,에티오피아,"[{'id': 41, 'title': '콜롬비아'}, {'id': 64, 'title': '밀라노 인텐소'}, {'id': 98, 'title': '비앙코 포르테'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 136, 'title': '토칸토'}, {'id': 151, 'title': '디카페나토 인텐소'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 138, 'title': '바닐라 커스터드 파이'}]"
46,필터 스타일 인텐스,"[{'id': 8, 'title': '엔비보 롱고'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 123, 'title': '니카라과 라 쿰플리다'}, {'id': 54, 'title': '인디아'}, {'id': 105, 'title': '더블 에스프레소 돌체'}, {'id': 62, 'title': '리반토'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 43, 'title': '코지'}, {'id': 9, 'title': '포레스트 아몬드 플레이버'}, {'id': 18, 'title': '파리 블랙'}]"
47,필터 스타일 밀드,"[{'id': 117, 'title': '인텐소 (커피)'}, {'id': 127, 'title': '푸어오버 스타일 인텐소'}, {'id': 13, 'title': '인드리야'}, {'id': 43, 'title': '코지'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}, {'id': 79, 'title': '상하이 롱고'}, {'id': 33, 'title': '케이프타운 엔비보 롱고'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}, {'id': 77, 'title': '로마'}, {'id': 61, 'title': '림인하 오버 아이스'}]"
48,프레도 델리카토,"[{'id': 106, 'title': '더블 에스프레소 스쿠로'}, {'id': 116, 'title': '이니지오'}, {'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 43, 'title': '코지'}, {'id': 55, 'title': '인도네시아'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 72, 'title': '페루 오가닉'}, {'id': 59, 'title': '카자아르'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}]"
49,프레도 인텐소,"[{'id': 37, 'title': '키아로'}, {'id': 101, 'title': '초콜릿 퍼지'}, {'id': 123, 'title': '니카라과 라 쿰플리다'}, {'id': 2, 'title': '부케엘라 카 에티오피아'}, {'id': 131, 'title': '로스트 헤이즐넛'}, {'id': 26, 'title': '아르페지오'}, {'id': 17, 'title': '리니시오 롱고'}, {'id': 86, 'title': '바닐라'}, {'id': 56, 'title': '이스탄불 에스프레소'}, {'id': 45, 'title': '에티오피아'}]"
50,갈라파고스 스페셜 리저브,"[{'id': 113, 'title': '헤이즐리노 머핀'}, {'id': 148, 'title': '지오르니오'}, {'id': 102, 'title': '코스타리카'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 33, 'title': '케이프타운 엔비보 롱고'}, {'id': 139, 'title': '비비다 B12'}, {'id': 76, 'title': '디카페인 리스트레또'}, {'id': 77, 'title': '로마'}, {'id': 99, 'title': '비앙코 피콜로'}, {'id': 53, 'title': '일 카페'}]"
51,하와이 코나,"[{'id': 136, 'title': '토칸토'}, {'id': 133, 'title': '스토미오 부스트'}, {'id': 56, 'title': '이스탄불 에스프레소'}, {'id': 55, 'title': '인도네시아'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 66, 'title': '니카라과'}, {'id': 3, 'title': '카페 이스탄불'}, {'id': 65, 'title': '밀레니오'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 36, 'title': '카라멜로'}]"
52,온두로스,"[{'id': 86, 'title': '바닐라'}, {'id': 16, 'title': '인피니트 고메 헤이즐넛'}, {'id': 145, 'title': '돌체'}, {'id': 67, 'title': '나폴리'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 88, 'title': '베네치아'}, {'id': 48, 'title': '프레도 델리카토'}, {'id': 21, 'title': '바닐리오'}]"
53,일 카페,"[{'id': 39, 'title': '코코아 트러플'}, {'id': 84, 'title': '트리부트 투 트리에스테'}, {'id': 59, 'title': '카자아르'}, {'id': 50, 'title': '갈라파고스 스페셜 리저브'}, {'id': 21, 'title': '바닐리오'}, {'id': 91, 'title': '디카페인 볼루토'}, {'id': 127, 'title': '푸어오버 스타일 인텐소'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 94, 'title': '알토 암브라토'}, {'id': 96, 'title': '아론디오'}]"
54,인디아,"[{'id': 102, 'title': '코스타리카'}, {'id': 69, 'title': '노베첸토'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}, {'id': 40, 'title': '코코넛 플레이버 오버 아이스'}, {'id': 59, 'title': '카자아르'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 46, 'title': '필터 스타일 인텐스'}, {'id': 123, 'title': '니카라과 라 쿰플리다'}]"
55,인도네시아,"[{'id': 105, 'title': '더블 에스프레소 돌체'}, {'id': 81, 'title': '타무카 무 짐바브웨'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 51, 'title': '하와이 코나'}, {'id': 48, 'title': '프레도 델리카토'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}, {'id': 127, 'title': '푸어오버 스타일 인텐소'}, {'id': 144, 'title': '디카페나토'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}]"
